date,county,state,fips,cases,deaths
6/7/2020,Napa,California,6055,142,3
6/7/2020,Nevada,California,6057,50,1
6/7/2020,Orange,California,6059,7576,177
6/7/2020,Placer,California,6061,284,9
6/7/2020,Plumas,California,6063,4,0
6/7/2020,Riverside,California,6065,8935,355
6/7/2020,Sacramento,California,6067,1568,59
6/7/2020,San Benito,California,6069,107,2
6/7/2020,San Bernardino,California,6071,6040,224
6/7/2020,San Diego,California,6073,8539,312
6/7/2020,San Francisco,California,6075,2750,43
6/7/2020,San Joaquin,California,6077,1161,37
6/7/2020,San Luis Obispo,California,6079,295,1
6/7/2020,San Mateo,California,6081,2342,88
6/7/2020,Santa Barbara,California,6083,1815,15
6/7/2020,Santa Clara,California,6085,2942,145
6/7/2020,Santa Cruz,California,6087,231,3
6/7/2020,Shasta,California,6089,44,4
6/7/2020,Sierra,California,6091,1,0
6/7/2020,Siskiyou,California,6093,9,0
6/7/2020,Solano,California,6095,571,23
6/7/2020,Sonoma,California,6097,653,4
6/7/2020,Stanislaus,California,6099,901,33
6/7/2020,Sutter,California,6101,58,2
6/7/2020,Tehama,California,6103,8,1
6/7/2020,Trinity,California,6105,3,0
6/7/2020,Tulare,California,6107,2213,92
6/7/2020,Tuolumne,California,6109,7,0
6/7/2020,Ventura,California,6111,1303,35
6/7/2020,Yolo,California,6113,223,24
6/7/2020,Yuba,California,6115,32,1
6/8/2020,Alameda,California,6001,3966,104
6/8/2020,Alpine,California,6003,2,0
6/8/2020,Amador,California,6005,9,0
6/8/2020,Butte,California,6007,68,1
6/8/2020,Calaveras,California,6009,19,0
6/8/2020,Colusa,California,6011,7,0
6/8/2020,Contra Costa,California,6013,1706,40
6/8/2020,Del Norte,California,6015,47,0
6/8/2020,El Dorado,California,6017,109,0
6/8/2020,Fresno,California,6019,2216,46
6/8/2020,Glenn,California,6021,19,0
6/8/2020,Humboldt,California,6023,112,4
6/8/2020,Imperial,California,6025,3048,37
6/8/2020,Inyo,California,6027,21,1
6/8/2020,Kern,California,6029,2804,47
6/8/2020,Kings,California,6031,1567,6
6/8/2020,Lake,California,6033,30,0
6/8/2020,Lassen,California,6035,8,0
6/8/2020,Los Angeles,California,6037,64644,2655
6/8/2020,Madera,California,6039,172,3
6/8/2020,Marin,California,6041,625,17
6/8/2020,Mariposa,California,6043,16,1
6/8/2020,Mendocino,California,6045,36,0
6/8/2020,Merced,California,6047,367,7
6/8/2020,Mono,California,6051,37,1
6/8/2020,Monterey,California,6053,751,10
6/8/2020,Napa,California,6055,154,3
6/8/2020,Nevada,California,6057,50,1
6/8/2020,Orange,California,6059,7643,177
6/8/2020,Placer,California,6061,294,9
6/8/2020,Plumas,California,6063,4,0
6/8/2020,Riverside,California,6065,9206,356
6/8/2020,Sacramento,California,6067,1587,61
6/8/2020,San Benito,California,6069,109,2
6/8/2020,San Bernardino,California,6071,6247,224
6/8/2020,San Diego,California,6073,8682,312
6/8/2020,San Francisco,California,6075,2782,43
6/8/2020,San Joaquin,California,6077,1244,37
6/8/2020,San Luis Obispo,California,6079,299,1
6/8/2020,San Mateo,California,6081,2399,88
6/8/2020,Santa Barbara,California,6083,1818,15
6/8/2020,Santa Clara,California,6085,2973,146
6/8/2020,Santa Cruz,California,6087,234,3
6/8/2020,Shasta,California,6089,46,4
6/8/2020,Sierra,California,6091,1,0
6/8/2020,Siskiyou,California,6093,12,0
6/8/2020,Solano,California,6095,595,23
6/8/2020,Sonoma,California,6097,664,4
6/8/2020,Stanislaus,California,6099,937,33
6/8/2020,Sutter,California,6101,65,2
6/8/2020,Tehama,California,6103,8,1
6/8/2020,Trinity,California,6105,3,0
6/8/2020,Tulare,California,6107,2220,94
6/8/2020,Tuolumne,California,6109,7,0
6/8/2020,Ventura,California,6111,1341,35
6/8/2020,Yolo,California,6113,225,24
6/8/2020,Yuba,California,6115,32,1
6/9/2020,Alameda,California,6001,4006,110
6/9/2020,Alpine,California,6003,2,0
6/9/2020,Amador,California,6005,9,0
6/9/2020,Butte,California,6007,71,1
6/9/2020,Calaveras,California,6009,21,0
6/9/2020,Colusa,California,6011,7,0
6/9/2020,Contra Costa,California,6013,1774,43
6/9/2020,Del Norte,California,6015,47,0
6/9/2020,El Dorado,California,6017,111,0
6/9/2020,Fresno,California,6019,2286,48
6/9/2020,Glenn,California,6021,21,0
6/9/2020,Humboldt,California,6023,112,4
6/9/2020,Imperial,California,6025,3133,37
6/9/2020,Inyo,California,6027,22,1
6/9/2020,Kern,California,6029,2880,50
6/9/2020,Kings,California,6031,1637,6
6/9/2020,Lake,California,6033,30,0
6/9/2020,Lassen,California,6035,9,0
6/9/2020,Los Angeles,California,6037,65822,2707
6/9/2020,Madera,California,6039,174,3
6/9/2020,Marin,California,6041,635,17
6/9/2020,Mariposa,California,6043,16,1
6/9/2020,Mendocino,California,6045,36,0
6/9/2020,Merced,California,6047,372,7
6/9/2020,Mono,California,6051,37,1
6/9/2020,Monterey,California,6053,763,11
6/9/2020,Napa,California,6055,158,3
6/9/2020,Nevada,California,6057,50,1
6/9/2020,Orange,California,6059,7786,185
6/9/2020,Placer,California,6061,304,9
6/9/2020,Plumas,California,6063,4,0
6/9/2020,Riverside,California,6065,9590,365
6/9/2020,Sacramento,California,6067,1623,61
6/9/2020,San Benito,California,6069,109,2
6/9/2020,San Bernardino,California,6071,6417,224
6/9/2020,San Diego,California,6073,8792,312
6/9/2020,San Francisco,California,6075,2796,44
6/9/2020,San Joaquin,California,6077,1308,39
6/9/2020,San Luis Obispo,California,6079,302,1
6/9/2020,San Mateo,California,6081,2437,93
6/9/2020,Santa Barbara,California,6083,1838,15
6/9/2020,Santa Clara,California,6085,3017,150
6/9/2020,Santa Cruz,California,6087,234,3
6/9/2020,Shasta,California,6089,47,4
6/9/2020,Sierra,California,6091,1,0
6/9/2020,Siskiyou,California,6093,14,0
6/9/2020,Solano,California,6095,615,23
6/9/2020,Sonoma,California,6097,671,4
6/9/2020,Stanislaus,California,6099,991,33
6/9/2020,Sutter,California,6101,66,2
6/9/2020,Tehama,California,6103,8,1
6/9/2020,Trinity,California,6105,3,0
6/9/2020,Tulare,California,6107,2381,94
6/9/2020,Tuolumne,California,6109,8,0
6/9/2020,Ventura,California,6111,1382,35
6/9/2020,Yolo,California,6113,228,24
6/9/2020,Yuba,California,6115,32,1
6/10/2020,Alameda,California,6001,4054,110
6/10/2020,Alpine,California,6003,2,0
6/10/2020,Amador,California,6005,9,0
6/10/2020,Butte,California,6007,73,1
6/10/2020,Calaveras,California,6009,21,0
6/10/2020,Colusa,California,6011,7,0
6/10/2020,Contra Costa,California,6013,1798,43
6/10/2020,Del Norte,California,6015,47,0
6/10/2020,El Dorado,California,6017,111,0
6/10/2020,Fresno,California,6019,2318,49
6/10/2020,Glenn,California,6021,23,0
6/10/2020,Humboldt,California,6023,113,4
6/10/2020,Imperial,California,6025,3386,40
6/10/2020,Inyo,California,6027,22,1
6/10/2020,Kern,California,6029,2952,51
6/10/2020,Kings,California,6031,1688,6
6/10/2020,Lake,California,6033,30,0
6/10/2020,Lassen,California,6035,9,0
6/10/2020,Los Angeles,California,6037,67064,2768
6/10/2020,Madera,California,6039,178,3
6/10/2020,Marin,California,6041,651,17
6/10/2020,Mariposa,California,6043,16,1
6/10/2020,Mendocino,California,6045,36,0
6/10/2020,Merced,California,6047,387,7
6/10/2020,Mono,California,6051,37,1
6/10/2020,Monterey,California,6053,791,11
6/10/2020,Napa,California,6055,162,3
6/10/2020,Nevada,California,6057,50,1
6/10/2020,Orange,California,6059,7991,198
6/10/2020,Placer,California,6061,314,9
6/10/2020,Plumas,California,6063,4,0
6/10/2020,Riverside,California,6065,9911,372
6/10/2020,Sacramento,California,6067,1641,62
6/10/2020,San Benito,California,6069,109,2
6/10/2020,San Bernardino,California,6071,6593,225
6/10/2020,San Diego,California,6073,8900,312
6/10/2020,San Francisco,California,6075,2812,44
6/10/2020,San Joaquin,California,6077,1358,40
6/10/2020,San Luis Obispo,California,6079,306,1
6/10/2020,San Mateo,California,6081,2475,93
6/10/2020,Santa Barbara,California,6083,1855,15
6/10/2020,Santa Clara,California,6085,3032,150
6/10/2020,Santa Cruz,California,6087,239,3
6/10/2020,Shasta,California,6089,47,4
6/10/2020,Sierra,California,6091,1,0
6/10/2020,Siskiyou,California,6093,14,0
6/10/2020,Solano,California,6095,622,23
6/10/2020,Sonoma,California,6097,671,4
6/10/2020,Stanislaus,California,6099,1023,33
6/10/2020,Sutter,California,6101,67,2
6/10/2020,Tehama,California,6103,9,1
6/10/2020,Trinity,California,6105,3,0
6/10/2020,Tulare,California,6107,2432,96
6/10/2020,Tuolumne,California,6109,8,0
6/10/2020,Ventura,California,6111,1407,38
6/10/2020,Yolo,California,6113,227,24
6/10/2020,Yuba,California,6115,33,1
6/11/2020,Alameda,California,6001,4140,110
6/11/2020,Alpine,California,6003,2,0
6/11/2020,Amador,California,6005,9,0
6/11/2020,Butte,California,6007,73,1
6/11/2020,Calaveras,California,6009,25,0
6/11/2020,Colusa,California,6011,7,0
6/11/2020,Contra Costa,California,6013,1829,44
6/11/2020,Del Norte,California,6015,47,0
6/11/2020,El Dorado,California,6017,111,0
6/11/2020,Fresno,California,6019,2395,51
6/11/2020,Glenn,California,6021,24,0
6/11/2020,Humboldt,California,6023,112,4
6/11/2020,Imperial,California,6025,3454,42
6/11/2020,Inyo,California,6027,23,1
6/11/2020,Kern,California,6029,3026,53
6/11/2020,Kings,California,6031,1688,6
6/11/2020,Lake,California,6033,30,0
6/11/2020,Lassen,California,6035,9,0
6/11/2020,Los Angeles,California,6037,68875,2813
6/11/2020,Madera,California,6039,188,3
6/11/2020,Marin,California,6041,664,17
6/11/2020,Mariposa,California,6043,16,1
6/11/2020,Mendocino,California,6045,36,0
6/11/2020,Merced,California,6047,391,7
6/11/2020,Mono,California,6051,37,1
6/11/2020,Monterey,California,6053,814,11
6/11/2020,Napa,California,6055,164,3
6/11/2020,Nevada,California,6057,52,1
6/11/2020,Orange,California,6059,8222,202
6/11/2020,Placer,California,6061,327,9
6/11/2020,Plumas,California,6063,4,0
6/11/2020,Riverside,California,6065,10240,380
6/11/2020,Sacramento,California,6067,1669,63
6/11/2020,San Benito,California,6069,112,2
6/11/2020,San Bernardino,California,6071,6742,227
6/11/2020,San Diego,California,6073,9061,312
6/11/2020,San Francisco,California,6075,2843,44
6/11/2020,San Joaquin,California,6077,1437,42
6/11/2020,San Luis Obispo,California,6079,317,1
6/11/2020,San Mateo,California,6081,2494,93
6/11/2020,Santa Barbara,California,6083,1899,16
6/11/2020,Santa Clara,California,6085,3063,150
6/11/2020,Santa Cruz,California,6087,249,3
6/11/2020,Shasta,California,6089,48,4
6/11/2020,Sierra,California,6091,1,0
6/11/2020,Siskiyou,California,6093,14,0
6/11/2020,Solano,California,6095,648,23
6/11/2020,Sonoma,California,6097,701,4
6/11/2020,Stanislaus,California,6099,1072,33
6/11/2020,Sutter,California,6101,69,2
6/11/2020,Tehama,California,6103,10,1
6/11/2020,Trinity,California,6105,3,0
6/11/2020,Tulare,California,6107,2475,98
6/11/2020,Tuolumne,California,6109,8,0
6/11/2020,Ventura,California,6111,1466,38
6/11/2020,Yolo,California,6113,240,24
6/11/2020,Yuba,California,6115,34,1
6/12/2020,Alameda,California,6001,4237,110
6/12/2020,Alpine,California,6003,1,0
6/12/2020,Amador,California,6005,9,0
6/12/2020,Butte,California,6007,74,1
6/12/2020,Calaveras,California,6009,26,0
6/12/2020,Colusa,California,6011,7,0
6/12/2020,Contra Costa,California,6013,1877,44
6/12/2020,Del Norte,California,6015,47,0
6/12/2020,El Dorado,California,6017,113,0
6/12/2020,Fresno,California,6019,2478,52
6/12/2020,Glenn,California,6021,24,0
6/12/2020,Humboldt,California,6023,113,4
6/12/2020,Imperial,California,6025,3724,42
6/12/2020,Inyo,California,6027,23,1
6/12/2020,Kern,California,6029,3140,54
6/12/2020,Kings,California,6031,1724,6
6/12/2020,Lake,California,6033,31,0
6/12/2020,Lassen,California,6035,9,0
6/12/2020,Los Angeles,California,6037,70476,2832
6/12/2020,Madera,California,6039,198,3
6/12/2020,Marin,California,6041,692,17
6/12/2020,Mariposa,California,6043,16,1
6/12/2020,Mendocino,California,6045,38,0
6/12/2020,Merced,California,6047,409,7
6/12/2020,Mono,California,6051,37,1
6/12/2020,Monterey,California,6053,865,11
6/12/2020,Napa,California,6055,169,3
6/12/2020,Nevada,California,6057,52,1
6/12/2020,Orange,California,6059,8304,210
6/12/2020,Placer,California,6061,344,9
6/12/2020,Plumas,California,6063,4,0
6/12/2020,Riverside,California,6065,10490,383
6/12/2020,Sacramento,California,6067,1703,63
6/12/2020,San Benito,California,6069,118,2
6/12/2020,San Bernardino,California,6071,6976,229
6/12/2020,San Diego,California,6073,9193,313
6/12/2020,San Francisco,California,6075,2880,44
6/12/2020,San Joaquin,California,6077,1493,42
6/12/2020,San Luis Obispo,California,6079,324,1
6/12/2020,San Mateo,California,6081,2533,99
6/12/2020,Santa Barbara,California,6083,1959,16
6/12/2020,Santa Clara,California,6085,3117,151
6/12/2020,Santa Cruz,California,6087,254,3
6/12/2020,Shasta,California,6089,48,5
6/12/2020,Sierra,California,6091,1,0
6/12/2020,Siskiyou,California,6093,15,0
6/12/2020,Solano,California,6095,662,23
6/12/2020,Sonoma,California,6097,722,4
6/12/2020,Stanislaus,California,6099,1072,33
6/12/2020,Sutter,California,6101,78,2
6/12/2020,Tehama,California,6103,10,1
6/12/2020,Trinity,California,6105,3,0
6/12/2020,Tulare,California,6107,2564,98
6/12/2020,Tuolumne,California,6109,8,0
6/12/2020,Ventura,California,6111,1518,40
6/12/2020,Yolo,California,6113,248,24
6/12/2020,Yuba,California,6115,35,1
6/13/2020,Alameda,California,6001,4237,110
6/13/2020,Alpine,California,6003,1,0
6/13/2020,Amador,California,6005,9,0
6/13/2020,Butte,California,6007,74,1
6/13/2020,Calaveras,California,6009,26,0
6/13/2020,Colusa,California,6011,7,0
6/13/2020,Contra Costa,California,6013,1921,44
6/13/2020,Del Norte,California,6015,47,0
6/13/2020,El Dorado,California,6017,113,0
6/13/2020,Fresno,California,6019,2547,52
6/13/2020,Glenn,California,6021,24,0
6/13/2020,Humboldt,California,6023,106,4
6/13/2020,Imperial,California,6025,4157,42
6/13/2020,Inyo,California,6027,23,1
6/13/2020,Kern,California,6029,3205,55
6/13/2020,Kings,California,6031,1759,6
6/13/2020,Lake,California,6033,31,0
6/13/2020,Lassen,California,6035,9,0
6/13/2020,Los Angeles,California,6037,72023,2890
6/13/2020,Madera,California,6039,198,3
6/13/2020,Marin,California,6041,713,17
6/13/2020,Mariposa,California,6043,16,1
6/13/2020,Mendocino,California,6045,38,0
6/13/2020,Merced,California,6047,409,7
6/13/2020,Mono,California,6051,37,1
6/13/2020,Monterey,California,6053,899,11
6/13/2020,Napa,California,6055,184,3
6/13/2020,Nevada,California,6057,52,1
6/13/2020,Orange,California,6059,8440,217
6/13/2020,Placer,California,6061,358,9
6/13/2020,Plumas,California,6063,4,0
6/13/2020,Riverside,California,6065,10616,383
6/13/2020,Sacramento,California,6067,1715,63
6/13/2020,San Benito,California,6069,121,2
6/13/2020,San Bernardino,California,6071,7161,229
6/13/2020,San Diego,California,6073,9377,319
6/13/2020,San Francisco,California,6075,2909,44
6/13/2020,San Joaquin,California,6077,1547,43
6/13/2020,San Luis Obispo,California,6079,324,1
6/13/2020,San Mateo,California,6081,2553,99
6/13/2020,Santa Barbara,California,6083,1969,16
6/13/2020,Santa Clara,California,6085,3157,151
6/13/2020,Santa Cruz,California,6087,255,3
6/13/2020,Shasta,California,6089,49,5
6/13/2020,Sierra,California,6091,1,0
6/13/2020,Siskiyou,California,6093,15,0
6/13/2020,Solano,California,6095,662,23
6/13/2020,Sonoma,California,6097,752,4
6/13/2020,Stanislaus,California,6099,1092,33
6/13/2020,Sutter,California,6101,83,2
6/13/2020,Tehama,California,6103,13,1
6/13/2020,Trinity,California,6105,3,0
6/13/2020,Tulare,California,6107,2564,98
6/13/2020,Tuolumne,California,6109,8,0
6/13/2020,Ventura,California,6111,1534,40
6/13/2020,Yolo,California,6113,252,24
6/13/2020,Yuba,California,6115,35,1
6/14/2020,Alameda,California,6001,4341,112
6/14/2020,Alpine,California,6003,1,0
6/14/2020,Amador,California,6005,9,0
6/14/2020,Butte,California,6007,74,1
6/14/2020,Calaveras,California,6009,26,0
6/14/2020,Colusa,California,6011,7,0
6/14/2020,Contra Costa,California,6013,1959,44
6/14/2020,Del Norte,California,6015,47,0
6/14/2020,El Dorado,California,6017,113,0
6/14/2020,Fresno,California,6019,2547,52
6/14/2020,Glenn,California,6021,24,0
6/14/2020,Humboldt,California,6023,106,4
6/14/2020,Imperial,California,6025,4157,42
6/14/2020,Inyo,California,6027,23,1
6/14/2020,Kern,California,6029,3291,55
6/14/2020,Kings,California,6031,1805,6
6/14/2020,Lake,California,6033,31,0
6/14/2020,Lassen,California,6035,9,0
6/14/2020,Los Angeles,California,6037,73018,2907
6/14/2020,Madera,California,6039,203,3
6/14/2020,Marin,California,6041,730,17
6/14/2020,Mariposa,California,6043,16,1
6/14/2020,Mendocino,California,6045,38,0
6/14/2020,Merced,California,6047,409,7
6/14/2020,Mono,California,6051,37,1
6/14/2020,Monterey,California,6053,949,12
6/14/2020,Napa,California,6055,184,3
6/14/2020,Nevada,California,6057,52,1
6/14/2020,Orange,California,6059,8581,221
6/14/2020,Placer,California,6061,372,9
6/14/2020,Plumas,California,6063,4,0
6/14/2020,Riverside,California,6065,10931,383
6/14/2020,Sacramento,California,6067,1752,63
6/14/2020,San Benito,California,6069,125,2
6/14/2020,San Bernardino,California,6071,7359,229
6/14/2020,San Diego,California,6073,9503,320
6/14/2020,San Francisco,California,6075,2931,45
6/14/2020,San Joaquin,California,6077,1652,43
6/14/2020,San Luis Obispo,California,6079,326,1
6/14/2020,San Mateo,California,6081,2553,99
6/14/2020,Santa Barbara,California,6083,1999,18
6/14/2020,Santa Clara,California,6085,3197,152
6/14/2020,Santa Cruz,California,6087,257,3
6/14/2020,Shasta,California,6089,50,5
6/14/2020,Sierra,California,6091,1,0
6/14/2020,Siskiyou,California,6093,16,0
6/14/2020,Solano,California,6095,662,23
6/14/2020,Sonoma,California,6097,758,4
6/14/2020,Stanislaus,California,6099,1122,34
6/14/2020,Sutter,California,6101,86,2
6/14/2020,Tehama,California,6103,17,1
6/14/2020,Trinity,California,6105,3,0
6/14/2020,Tulare,California,6107,2626,98
6/14/2020,Tuolumne,California,6109,9,0
6/14/2020,Ventura,California,6111,1567,40
6/14/2020,Yolo,California,6113,253,24
6/14/2020,Yuba,California,6115,35,1
6/15/2020,Alameda,California,6001,4394,112
6/15/2020,Alpine,California,6003,1,0
6/15/2020,Amador,California,6005,10,0
6/15/2020,Butte,California,6007,82,1
6/15/2020,Calaveras,California,6009,26,0
6/15/2020,Colusa,California,6011,7,0
6/15/2020,Contra Costa,California,6013,1983,44
6/15/2020,Del Norte,California,6015,47,0
6/15/2020,El Dorado,California,6017,117,0
6/15/2020,Fresno,California,6019,2706,55
6/15/2020,Glenn,California,6021,32,0
6/15/2020,Humboldt,California,6023,106,4
6/15/2020,Imperial,California,6025,4298,46
6/15/2020,Inyo,California,6027,23,1
6/15/2020,Kern,California,6029,3377,55
6/15/2020,Kings,California,6031,1831,8
6/15/2020,Lake,California,6033,34,0
6/15/2020,Lassen,California,6035,9,0
6/15/2020,Los Angeles,California,6037,73791,2926
6/15/2020,Madera,California,6039,226,3
6/15/2020,Marin,California,6041,751,17
6/15/2020,Mariposa,California,6043,17,1
6/15/2020,Mendocino,California,6045,45,0
6/15/2020,Merced,California,6047,409,7
6/15/2020,Mono,California,6051,37,1
6/15/2020,Monterey,California,6053,995,12
6/15/2020,Napa,California,6055,191,3
6/15/2020,Nevada,California,6057,55,1
6/15/2020,Orange,California,6059,8759,221
6/15/2020,Placer,California,6061,390,9
6/15/2020,Plumas,California,6063,4,0
6/15/2020,Riverside,California,6065,11285,384
6/15/2020,Sacramento,California,6067,1793,63
6/15/2020,San Benito,California,6069,129,2
6/15/2020,San Bernardino,California,6071,7515,229
6/15/2020,San Diego,California,6073,9673,320
6/15/2020,San Francisco,California,6075,2955,45
6/15/2020,San Joaquin,California,6077,1716,43
6/15/2020,San Luis Obispo,California,6079,347,1
6/15/2020,San Mateo,California,6081,2571,99
6/15/2020,Santa Barbara,California,6083,2049,18
6/15/2020,Santa Clara,California,6085,3230,152
6/15/2020,Santa Cruz,California,6087,257,3
6/15/2020,Shasta,California,6089,51,5
6/15/2020,Sierra,California,6091,1,0
6/15/2020,Siskiyou,California,6093,18,0
6/15/2020,Solano,California,6095,690,23
6/15/2020,Sonoma,California,6097,765,4
6/15/2020,Stanislaus,California,6099,1159,34
6/15/2020,Sutter,California,6101,88,3
6/15/2020,Tehama,California,6103,17,1
6/15/2020,Trinity,California,6105,3,0
6/15/2020,Tulare,California,6107,2664,98
6/15/2020,Tuolumne,California,6109,9,0
6/15/2020,Ventura,California,6111,1633,41
6/15/2020,Yolo,California,6113,255,24
6/15/2020,Yuba,California,6115,36,1
6/16/2020,Alameda,California,6001,4502,112
6/16/2020,Alpine,California,6003,1,0
6/16/2020,Amador,California,6005,11,0
6/16/2020,Butte,California,6007,88,1
6/16/2020,Calaveras,California,6009,26,0
6/16/2020,Colusa,California,6011,7,0
6/16/2020,Contra Costa,California,6013,2026,49
6/16/2020,Del Norte,California,6015,48,0
6/16/2020,El Dorado,California,6017,118,0
6/16/2020,Fresno,California,6019,2788,57
6/16/2020,Glenn,California,6021,34,0
6/16/2020,Humboldt,California,6023,107,4
6/16/2020,Imperial,California,6025,4389,51
6/16/2020,Inyo,California,6027,23,1
6/16/2020,Kern,California,6029,3462,57
6/16/2020,Kings,California,6031,1870,9
6/16/2020,Lake,California,6033,34,0
6/16/2020,Lassen,California,6035,9,0
6/16/2020,Los Angeles,California,6037,75084,2959
6/16/2020,Madera,California,6039,250,4
6/16/2020,Marin,California,6041,805,18
6/16/2020,Mariposa,California,6043,17,1
6/16/2020,Mendocino,California,6045,47,0
6/16/2020,Merced,California,6047,470,7
6/16/2020,Mono,California,6051,37,1
6/16/2020,Monterey,California,6053,1015,12
6/16/2020,Napa,California,6055,200,3
6/16/2020,Nevada,California,6057,57,1
6/16/2020,Orange,California,6059,8999,233
6/16/2020,Placer,California,6061,411,9
6/16/2020,Plumas,California,6063,4,0
6/16/2020,Riverside,California,6065,11694,395
6/16/2020,Sacramento,California,6067,1824,63
6/16/2020,San Benito,California,6069,136,2
6/16/2020,San Bernardino,California,6071,7796,229
6/16/2020,San Diego,California,6073,9793,323
6/16/2020,San Francisco,California,6075,2974,46
6/16/2020,San Joaquin,California,6077,1749,47
6/16/2020,San Luis Obispo,California,6079,356,1
6/16/2020,San Mateo,California,6081,2591,99
6/16/2020,Santa Barbara,California,6083,2100,18
6/16/2020,Santa Clara,California,6085,3254,153
6/16/2020,Santa Cruz,California,6087,260,3
6/16/2020,Shasta,California,6089,51,4
6/16/2020,Sierra,California,6091,1,0
6/16/2020,Siskiyou,California,6093,20,0
6/16/2020,Solano,California,6095,692,23
6/16/2020,Sonoma,California,6097,774,4
6/16/2020,Stanislaus,California,6099,1253,35
6/16/2020,Sutter,California,6101,89,3
6/16/2020,Tehama,California,6103,17,1
6/16/2020,Trinity,California,6105,3,0
6/16/2020,Tulare,California,6107,2798,98
6/16/2020,Tuolumne,California,6109,9,0
6/16/2020,Ventura,California,6111,1656,41
6/16/2020,Yolo,California,6113,265,24
6/16/2020,Yuba,California,6115,37,1
6/17/2020,Alameda,California,6001,4554,116
6/17/2020,Alpine,California,6003,1,0
6/17/2020,Amador,California,6005,11,0
6/17/2020,Butte,California,6007,90,1
6/17/2020,Calaveras,California,6009,26,0
6/17/2020,Colusa,California,6011,7,0
6/17/2020,Contra Costa,California,6013,2071,50
6/17/2020,Del Norte,California,6015,48,0
6/17/2020,El Dorado,California,6017,121,0
6/17/2020,Fresno,California,6019,2900,61
6/17/2020,Glenn,California,6021,38,0
6/17/2020,Humboldt,California,6023,108,4
6/17/2020,Imperial,California,6025,4478,53
6/17/2020,Inyo,California,6027,24,1
6/17/2020,Kern,California,6029,3522,58
6/17/2020,Kings,California,6031,1940,10
6/17/2020,Lake,California,6033,34,0
6/17/2020,Lassen,California,6035,9,0
6/17/2020,Los Angeles,California,6037,77189,2991
6/17/2020,Madera,California,6039,275,4
6/17/2020,Marin,California,6041,842,18
6/17/2020,Mariposa,California,6043,18,1
6/17/2020,Mendocino,California,6045,47,0
6/17/2020,Merced,California,6047,518,8
6/17/2020,Mono,California,6051,37,1
6/17/2020,Monterey,California,6053,1075,12
6/17/2020,Napa,California,6055,203,4
6/17/2020,Nevada,California,6057,67,1
6/17/2020,Orange,California,6059,9197,243
6/17/2020,Placer,California,6061,432,9
6/17/2020,Plumas,California,6063,5,0
6/17/2020,Riverside,California,6065,11951,399
6/17/2020,Sacramento,California,6067,1891,67
6/17/2020,San Benito,California,6069,140,2
6/17/2020,San Bernardino,California,6071,8014,229
6/17/2020,San Diego,California,6073,9917,327
6/17/2020,San Francisco,California,6075,2985,47
6/17/2020,San Joaquin,California,6077,1888,47
6/17/2020,San Luis Obispo,California,6079,376,1
6/17/2020,San Mateo,California,6081,2618,99
6/17/2020,Santa Barbara,California,6083,2155,21
6/17/2020,Santa Clara,California,6085,3288,153
6/17/2020,Santa Cruz,California,6087,269,3
6/17/2020,Shasta,California,6089,58,4
6/17/2020,Sierra,California,6091,1,0
6/17/2020,Siskiyou,California,6093,20,0
6/17/2020,Solano,California,6095,797,23
6/17/2020,Sonoma,California,6097,803,4
6/17/2020,Stanislaus,California,6099,1278,35
6/17/2020,Sutter,California,6101,92,3
6/17/2020,Tehama,California,6103,24,1
6/17/2020,Trinity,California,6105,3,0
6/17/2020,Tulare,California,6107,2881,106
6/17/2020,Tuolumne,California,6109,9,0
6/17/2020,Ventura,California,6111,1706,41
6/17/2020,Yolo,California,6113,291,24
6/17/2020,Yuba,California,6115,39,1
6/18/2020,Alameda,California,6001,4659,117
6/18/2020,Alpine,California,6003,1,0
6/18/2020,Amador,California,6005,11,0
6/18/2020,Butte,California,6007,90,1
6/18/2020,Calaveras,California,6009,26,0
6/18/2020,Colusa,California,6011,7,0
6/18/2020,Contra Costa,California,6013,2111,55
6/18/2020,Del Norte,California,6015,48,0
6/18/2020,El Dorado,California,6017,125,0
6/18/2020,Fresno,California,6019,3058,62
6/18/2020,Glenn,California,6021,42,0
6/18/2020,Humboldt,California,6023,108,4
6/18/2020,Imperial,California,6025,4659,59
6/18/2020,Inyo,California,6027,25,1
6/18/2020,Kern,California,6029,3600,60
6/18/2020,Kings,California,6031,1976,10
6/18/2020,Lake,California,6033,34,0
6/18/2020,Lassen,California,6035,9,0
6/18/2020,Los Angeles,California,6037,78227,3027
6/18/2020,Madera,California,6039,295,4
6/18/2020,Marin,California,6041,861,18
6/18/2020,Mariposa,California,6043,18,1
6/18/2020,Mendocino,California,6045,54,0
6/18/2020,Merced,California,6047,538,8
6/18/2020,Mono,California,6051,37,1
6/18/2020,Monterey,California,6053,1121,12
6/18/2020,Napa,California,6055,207,4
6/18/2020,Nevada,California,6057,71,1
6/18/2020,Orange,California,6059,9292,250
6/18/2020,Placer,California,6061,460,9
6/18/2020,Plumas,California,6063,5,0
6/18/2020,Riverside,California,6065,12467,408
6/18/2020,Sacramento,California,6067,1939,67
6/18/2020,San Benito,California,6069,153,2
6/18/2020,San Bernardino,California,6071,8454,230
6/18/2020,San Diego,California,6073,10155,331
6/18/2020,San Francisco,California,6075,3023,47
6/18/2020,San Joaquin,California,6077,1927,47
6/18/2020,San Luis Obispo,California,6079,389,1
6/18/2020,San Mateo,California,6081,2649,99
